id,institutionCode,collectionCode,ownerInstitutionCode,basisOfRecord,occurrenceID,catalogNumber,otherCatalogNumbers,kingdom,phylum,class,order,family,scientificName,taxonID,scientificNameAuthorship,genus,specificEpithet,taxonRank,infraspecificEpithet,identifiedBy,dateIdentified,identificationReferences,identificationRemarks,taxonRemarks,identificationQualifier,typeStatus,recordedBy,associatedCollectors,recordNumber,eventDate,year,month,day,startDayOfYear,endDayOfYear,verbatimEventDate,occurrenceRemarks,habitat,substrate,verbatimAttributes,fieldNumber,informationWithheld,dataGeneralizations,dynamicProperties,associatedTaxa,reproductiveCondition,establishmentMeans,cultivationStatus,lifeStage,sex,individualCount,preparations,country,stateProvince,county,municipality,locality,locationRemarks,localitySecurity,localitySecurityReason,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertaintyInMeters,verbatimCoordinates,georeferencedBy,georeferenceProtocol,georeferenceSources,georeferenceVerificationStatus,georeferenceRemarks,minimumElevationInMeters,maximumElevationInMeters,minimumDepthInMeters,maximumDepthInMeters,verbatimDepth,verbatimElevation,disposition,language,recordEnteredBy,modified,sourcePrimaryKey-dbpk,collId,recordId,references
7925632,NCU,,,PreservedSpecimen,72f08aa4-4b54-44b4-8b86-f592307685fb,NCU00074803,566415,Plantae,Magnoliophyta,,Poales,Poaceae,Andropogon glomeratus var. glaucopsis ,71983,Elliot,Andropogon,glomeratus,var.,glaucopsis ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,United States,North Carolina,Carteret,,,,,,34.8327128,-76.67067659,,,,,,,,,,,,,,,,en,dylandy,11/13/15 17:03,,206,urn:uuid:72f08aa4-4b54-44b4-8b86-f592307685fb,http://sernecportal.org/portal/collections/individual/index.php?occid=7925632
7925643,NCU,,,PreservedSpecimen,8ad2f681-3ea1-4d48-805c-9214af1bdcb0,NCU00074802,405089,Plantae,Magnoliophyta,,Poales,Poaceae,Andropogon glomeratus var. glaucopsis ,71983,Elliot,Andropogon,glomeratus,var.,glaucopsis ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,United States,North Carolina,Carteret,,,,,,34.8327128,-76.67067659,,,,,,,,,,,,,,,,en,dylandy,11/13/15 17:03,,206,urn:uuid:8ad2f681-3ea1-4d48-805c-9214af1bdcb0,http://sernecportal.org/portal/collections/individual/index.php?occid=7925643
7925655,NCU,,,PreservedSpecimen,e0f920af-2d78-47f4-9a87-318837a1db6b,NCU00084892,2790,Plantae,Magnoliophyta,,Poales,Poaceae,Andropogon glomeratus var. glaucopsis ,71983,Elliot,Andropogon,glomeratus,var.,glaucopsis ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,United States,North Carolina,Carteret,,,,,,34.8327128,-76.67067659,,,,,,,,,,,,,,,,en,dylandy,11/13/15 17:03,,206,urn:uuid:e0f920af-2d78-47f4-9a87-318837a1db6b,http://sernecportal.org/portal/collections/individual/index.php?occid=7925655
7925657,NCU,,,PreservedSpecimen,c4247ee9-affb-4c4d-8e07-4aea175877f3,NCU00074806,398314,Plantae,Magnoliophyta,,Poales,Poaceae,Andropogon glomeratus var. glaucopsis ,71983,Elliot,Andropogon,glomeratus,var.,glaucopsis ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,United States,North Carolina,Carteret,,,,,,34.8327128,-76.67067659,,,,,,,,,,,,,,,,en,dylandy,11/13/15 17:03,,206,urn:uuid:c4247ee9-affb-4c4d-8e07-4aea175877f3,http://sernecportal.org/portal/collections/individual/index.php?occid=7925657
7925659,NCU,,,PreservedSpecimen,41011aa1-7309-4e6a-ba70-904399555367,NCU00074808,149407,Plantae,Magnoliophyta,,Poales,Poaceae,Andropogon glomeratus var. glaucopsis ,71983,Elliot,Andropogon,glomeratus,var.,glaucopsis ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,United States,North Carolina,Chowan,,,,,,36.15068648,-76.60803386,,,,,,,,,,,,,,,,en,dylandy,11/13/15 17:03,,206,urn:uuid:41011aa1-7309-4e6a-ba70-904399555367,http://sernecportal.org/portal/collections/individual/index.php?occid=7925659
7925665,NCU,,,PreservedSpecimen,55d828e7-bcba-449f-b338-48b64f37f27d,NCU00074811,181528,Plantae,Magnoliophyta,,Poales,Poaceae,Andropogon glomeratus var. glaucopsis ,71983,Elliot,Andropogon,glomeratus,var.,glaucopsis ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,United States,North Carolina,Craven,,,,,,35.12621765,-77.09694592,,,,,,,,,,,,,,,,en,dylandy,11/13/15 17:03,,206,urn:uuid:55d828e7-bcba-449f-b338-48b64f37f27d,http://sernecportal.org/portal/collections/individual/index.php?occid=7925665
7925671,NCU,,,PreservedSpecimen,26707d5d-2880-4fb2-a727-c3dd36a11ff5,NCU00031751,574400,Plantae,Magnoliophyta,,Poales,Poaceae,Andropogon glomeratus var. glaucopsis ,71983,Elliot,Andropogon,glomeratus,var.,glaucopsis ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,United States,North Carolina,Cumberland,,,,,,35.04854049,-78.82732594,,,,,,,,,,,,,,,,en,dylandy,11/13/15 17:03,,206,urn:uuid:26707d5d-2880-4fb2-a727-c3dd36a11ff5,http://sernecportal.org/portal/collections/individual/index.php?occid=7925671
7925705,NCU,,,PreservedSpecimen,cd1b80e2-f42d-43d2-b886-17429fdc0fa9,NCU00074820,270259,Plantae,Magnoliophyta,,Poales,Poaceae,Andropogon glomeratus var. glaucopsis ,71983,Elliot,Andropogon,glomeratus,var.,glaucopsis ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,United States,North Carolina,Dare,,,,,,35.77146061,-75.80088874,,,,,,,,,,,,,,,,en,dylandy,11/13/15 17:03,,206,urn:uuid:cd1b80e2-f42d-43d2-b886-17429fdc0fa9,http://sernecportal.org/portal/collections/individual/index.php?occid=7925705
7925710,NCU,,,PreservedSpecimen,08e2f467-a332-4bb3-b5e7-38b1a9b697cc,NCU00074824,149591,Plantae,Magnoliophyta,,Poales,Poaceae,Andropogon glomeratus var. glaucopsis ,71983,Elliot,Andropogon,glomeratus,var.,glaucopsis ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,United States,North Carolina,Greene,,,,,,35.48519072,-77.67559909,,,,,,,,,,,,,,,,en,dylandy,11/13/15 17:03,,206,urn:uuid:08e2f467-a332-4bb3-b5e7-38b1a9b697cc,http://sernecportal.org/portal/collections/individual/index.php?occid=7925710
7925714,NCU,,,PreservedSpecimen,ba39e724-c259-451d-886b-40281dacc2b0,NCU00074835,149430,Plantae,Magnoliophyta,,Poales,Poaceae,Andropogon glomeratus var. glaucopsis ,71983,Elliot,Andropogon,glomeratus,var.,glaucopsis ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,United States,North Carolina,Jones,,,,,,35.02215079,-77.35553972,,,,,,,,,,,,,,,,en,dylandy,11/13/15 17:03,,206,urn:uuid:ba39e724-c259-451d-886b-40281dacc2b0,http://sernecportal.org/portal/collections/individual/index.php?occid=7925714
7925723,NCU,,,PreservedSpecimen,5764aac3-8b78-4a77-8616-0e9d24b674b9,NCU00074867,150177,Plantae,Magnoliophyta,,Poales,Poaceae,Andropogon glomeratus var. glaucopsis ,71983,Elliot,Andropogon,glomeratus,var.,glaucopsis ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,United States,North Carolina,Wayne,,,,,,35.3638361,-78.00403854,,,,,,,,,,,,,,,,en,dylandy,11/13/15 17:03,,206,urn:uuid:5764aac3-8b78-4a77-8616-0e9d24b674b9,http://sernecportal.org/portal/collections/individual/index.php?occid=7925723
7968426,NCU,,,PreservedSpecimen,deefd019-9fff-42aa-9f78-50bef3bf32a6,NCU00146153,635046,Plantae,Magnoliophyta,,Poales,Poaceae,Andropogon glomeratus var. glaucopsis ,71983,Elliot,Andropogon,glomeratus,var.,glaucopsis ,"Pyne, Milo Guthrie",1997,,,,,,"Pyne, Milo Guthrie","Sorrie, B.; Moore, J.",97-062,9/25/97,1997,9,25,268,,,,,,Purple bluestem. Deposited: 1-NCU,,,,,,,,,,,,,United States,Mississippi,Perry,,"Quad: Bond Pond; De Soto National Forest, Leaf River WMA, Mars Hill Pond. Compartment 26; T1S R9W Sect 31.",,0,,31.17205013,-88.99232955,WGS84,2000,"30ç 55' 30"" N 088ç 55' 25"" W","Pyne, Milo",,,,lat/long on original label,,,,,,,,en,Philip Straughn,6/12/17 11:48,,206,urn:uuid:deefd019-9fff-42aa-9f78-50bef3bf32a6,http://sernecportal.org/portal/collections/individual/index.php?occid=7968426
8531064,NCU,,,PreservedSpecimen,146c0903-bf32-45ce-ae5c-7ba7d3d8f9d2,NCU00075975,555335,Plantae,Magnoliophyta,,Poales,Poaceae,Andropogon glomeratus var. glaucopsis ,71983,Elliot,Andropogon,glomeratus,var.,glaucopsis ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,United States,South Carolina,Beaufort,,,,,,32.35682591,-80.69340808,,,,,,,,,,,,,,,,en,wpmarinello,2/11/16 17:35,,206,urn:uuid:146c0903-bf32-45ce-ae5c-7ba7d3d8f9d2,http://sernecportal.org/portal/collections/individual/index.php?occid=8531064
8531067,NCU,,,PreservedSpecimen,ed744441-d852-4a91-9ade-f3ce507e6647,NCU00075985,149405,Plantae,Magnoliophyta,,Poales,Poaceae,Andropogon glomeratus var. glaucopsis ,71983,Elliot,Andropogon,glomeratus,var.,glaucopsis ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,United States,South Carolina,Colleton,,,,,,32.86547454,-80.66802566,,,,,,,,,,,,,,,,en,wpmarinello,2/11/16 17:35,,206,urn:uuid:ed744441-d852-4a91-9ade-f3ce507e6647,http://sernecportal.org/portal/collections/individual/index.php?occid=8531067
8531070,NCU,,,PreservedSpecimen,aa5838eb-68a9-4a04-af53-fc0a0d9867af,NCU00075990,184242,Plantae,Magnoliophyta,,Poales,Poaceae,Andropogon glomeratus var. glaucopsis ,71983,Elliot,Andropogon,glomeratus,var.,glaucopsis ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,United States,South Carolina,Dorchester,,,,,,33.07947344,-80.40524064,,,,,,,,,,,,,,,,en,wpmarinello,2/11/16 17:35,,206,urn:uuid:aa5838eb-68a9-4a04-af53-fc0a0d9867af,http://sernecportal.org/portal/collections/individual/index.php?occid=8531070
8531073,NCU,,,PreservedSpecimen,439c539d-8d9d-4929-9f5d-2e2658c404c3,NCU00075991,184283,Plantae,Magnoliophyta,,Poales,Poaceae,Andropogon glomeratus var. glaucopsis ,71983,Elliot,Andropogon,glomeratus,var.,glaucopsis ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,United States,South Carolina,Dorchester,,,,,,33.07947344,-80.40524064,,,,,,,,,,,,,,,,en,wpmarinello,2/11/16 17:35,,206,urn:uuid:439c539d-8d9d-4929-9f5d-2e2658c404c3,http://sernecportal.org/portal/collections/individual/index.php?occid=8531073
8531076,NCU,,,PreservedSpecimen,6b5c51dd-da44-4564-9a60-8c425f1419f2,NCU00075996,149848,Plantae,Magnoliophyta,,Poales,Poaceae,Andropogon glomeratus var. glaucopsis ,71983,Elliot,Andropogon,glomeratus,var.,glaucopsis ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,United States,South Carolina,Georgetown,,,,,,33.2833551,-79.23533775,,,,,,,,,,,,,,,,en,wpmarinello,2/11/16 17:35,,206,urn:uuid:6b5c51dd-da44-4564-9a60-8c425f1419f2,http://sernecportal.org/portal/collections/individual/index.php?occid=8531076
8531079,NCU,,,PreservedSpecimen,0e9f8324-d1dc-4faf-b8fa-876999b1a675,NCU00075999,150600,Plantae,Magnoliophyta,,Poales,Poaceae,Andropogon glomeratus var. glaucopsis ,71983,Elliot,Andropogon,glomeratus,var.,glaucopsis ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,United States,South Carolina,Horry,,,,,,33.9215361,-78.99662622,,,,,,,,,,,,,,,,en,wpmarinello,2/11/16 17:35,,206,urn:uuid:0e9f8324-d1dc-4faf-b8fa-876999b1a675,http://sernecportal.org/portal/collections/individual/index.php?occid=8531079
8531084,NCU,,,PreservedSpecimen,758774d0-ac29-4f0d-94fc-b47562d1274a,NCU00076000,205129,Plantae,Magnoliophyta,,Poales,Poaceae,Andropogon glomeratus var. glaucopsis ,71983,Elliot,Andropogon,glomeratus,var.,glaucopsis ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,United States,South Carolina,Jasper,,,,,,32.43709066,-81.03211789,,,,,,,,,,,,,,,,en,wpmarinello,2/11/16 17:35,,206,urn:uuid:758774d0-ac29-4f0d-94fc-b47562d1274a,http://sernecportal.org/portal/collections/individual/index.php?occid=8531084
8531088,NCU,,,PreservedSpecimen,ad899e7a-22f4-4f74-9112-3189b2b114c4,NCU00076101,281655,Plantae,Magnoliophyta,,Poales,Poaceae,Andropogon glomeratus var. glaucopsis ,71983,Elliot,Andropogon,glomeratus,var.,glaucopsis ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,United States,South Carolina,Jasper,,,,,,32.43709066,-81.03211789,,,,,,,,,,,,,,,,en,wpmarinello,2/11/16 17:35,,206,urn:uuid:ad899e7a-22f4-4f74-9112-3189b2b114c4,http://sernecportal.org/portal/collections/individual/index.php?occid=8531088
17607029,NCU,,,PreservedSpecimen,dbfbb1c3-6e11-4919-8745-2cd07ea4376f,NCU00076222,,Plantae,Magnoliophyta,,Poales,Poaceae,Andropogon glomeratus var. glaucopsis ,71983,Elliot,Andropogon,glomeratus,var.,glaucopsis ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,United States,South Carolina,Marion,,,,,,34.08005016,-79.36251247,,,,,,,,,,,,,,,,en,ShannaOberreiter,2/16/18 7:32,,206,urn:uuid:dbfbb1c3-6e11-4919-8745-2cd07ea4376f,http://sernecportal.org/portal/collections/individual/index.php?occid=17607029
17607030,NCU,,,PreservedSpecimen,e53ca69b-4ee0-43d2-8b3c-065e34f74266,NCU00032833,,Plantae,Magnoliophyta,,Poales,Poaceae,Andropogon glomeratus var. glaucopsis ,71983,Elliot,Andropogon,glomeratus,var.,glaucopsis ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,United States,North Carolina,Columbus,,,,,,34.26549262,-78.65497669,,,,,,,,,,,,,,,,en,ShannaOberreiter,2/16/18 7:32,,206,urn:uuid:e53ca69b-4ee0-43d2-8b3c-065e34f74266,http://sernecportal.org/portal/collections/individual/index.php?occid=17607030
17607032,NCU,,,PreservedSpecimen,68eda2c8-3880-48e2-87cd-182cbe0d9d0b,NCU00040892,,Plantae,Magnoliophyta,,Poales,Poaceae,Andropogon glomeratus var. glaucopsis ,71983,Elliot,Andropogon,glomeratus,var.,glaucopsis ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,United States,Mississippi,Perry,,,,,,31.17205013,-88.99232955,,,,,,,,,,,,,,,,en,ShannaOberreiter,2/16/18 7:32,,206,urn:uuid:68eda2c8-3880-48e2-87cd-182cbe0d9d0b,http://sernecportal.org/portal/collections/individual/index.php?occid=17607032
17607035,NCU,,,PreservedSpecimen,148e1a1b-5c10-45b8-8f04-fe52ebc6f0f0,NCU00078828,,Plantae,Magnoliophyta,,Poales,Poaceae,Andropogon glomeratus var. glaucopsis ,71983,Elliot,Andropogon,glomeratus,var.,glaucopsis ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,United States,Mississippi,Perry,,,,,,31.17205013,-88.99232955,,,,,,,,,,,,,,,,en,ShannaOberreiter,2/16/18 7:32,,206,urn:uuid:148e1a1b-5c10-45b8-8f04-fe52ebc6f0f0,http://sernecportal.org/portal/collections/individual/index.php?occid=17607035
17607037,NCU,,,PreservedSpecimen,9b2f9607-b219-42fb-8d92-6e11a0d1d0fd,NCU00041408,,Plantae,Magnoliophyta,,Poales,Poaceae,Andropogon glomeratus var. glaucopsis ,71983,Elliot,Andropogon,glomeratus,var.,glaucopsis ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,United States,Mississippi,Perry,,,,,,31.17205013,-88.99232955,,,,,,,,,,,,,,,,en,ShannaOberreiter,2/16/18 7:32,,206,urn:uuid:9b2f9607-b219-42fb-8d92-6e11a0d1d0fd,http://sernecportal.org/portal/collections/individual/index.php?occid=17607037
17607039,NCU,,,PreservedSpecimen,e8663520-d6a1-42df-a420-0f08d9950f14,NCU00040893,,Plantae,Magnoliophyta,,Poales,Poaceae,Andropogon glomeratus var. glaucopsis ,71983,Elliot,Andropogon,glomeratus,var.,glaucopsis ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,United States,Mississippi,Perry,,,,,,31.17205013,-88.99232955,,,,,,,,,,,,,,,,en,ShannaOberreiter,2/16/18 7:32,,206,urn:uuid:e8663520-d6a1-42df-a420-0f08d9950f14,http://sernecportal.org/portal/collections/individual/index.php?occid=17607039
17607041,NCU,,,PreservedSpecimen,013270b8-c981-4f14-80ea-5dcec5ea672b,NCU00032834,,Plantae,Magnoliophyta,,Poales,Poaceae,Andropogon glomeratus var. glaucopsis ,71983,Elliot,Andropogon,glomeratus,var.,glaucopsis ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,United States,North Carolina,Columbus,,,,,,34.26549262,-78.65497669,,,,,,,,,,,,,,,,en,ShannaOberreiter,2/16/18 7:32,,206,urn:uuid:013270b8-c981-4f14-80ea-5dcec5ea672b,http://sernecportal.org/portal/collections/individual/index.php?occid=17607041
17607042,NCU,,,PreservedSpecimen,49cd77c4-e053-40ae-a2ba-7ab3f081ecd4,NCU00041641,,Plantae,Magnoliophyta,,Poales,Poaceae,Andropogon glomeratus var. glaucopsis ,71983,Elliot,Andropogon,glomeratus,var.,glaucopsis ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,United States,South Carolina,Berkeley,,,,,,33.19784471,-79.95075816,,,,,,,,,,,,,,,,en,ShannaOberreiter,2/16/18 7:32,,206,urn:uuid:49cd77c4-e053-40ae-a2ba-7ab3f081ecd4,http://sernecportal.org/portal/collections/individual/index.php?occid=17607042
11051942,NCU,,,PreservedSpecimen,e8387bb5-a06a-4f1c-9cc9-2107b00f27ae,NCU00077639,523413,Plantae,Magnoliophyta,,Poales,Poaceae,Andropogon glomeratus var. glomeratus,71985,"(Walter) Britton, Sterns & Poggenb.",Andropogon,glomeratus,var.,glomeratus,"Campbell, C. S.",10/11/73,,,,,,"Campbell, C. S.",,4059,10/11/73,1973,10,11,284,,,,mature long leaf pine forest,,,,,,,,,,,,,,,United States,Georgia,Thomas,,"Whitney Plantation, Thomasville",,0,,30.86373079,-83.91936682,,,,,,,,,,,,,,,,en,wpmarinello,11/2/16 15:58,,206,urn:uuid:e8387bb5-a06a-4f1c-9cc9-2107b00f27ae,http://sernecportal.org/portal/collections/individual/index.php?occid=11051942
8530763,NCU,,,PreservedSpecimen,b41e17f3-56d8-4b5c-8162-8f92bdc361cd,NCU00093026,583969,Plantae,Magnoliophyta,,Poales,Poaceae,Andropogon virginicus var. decipiens,72019,C.S. Campbell,Andropogon,virginicus,var.,decipiens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,United States,North Carolina,Onslow,,,,,,34.73742112,-77.43415464,,,,,,,,,,,,,,,,en,wpmarinello,2/11/16 17:35,,206,urn:uuid:b41e17f3-56d8-4b5c-8162-8f92bdc361cd,http://sernecportal.org/portal/collections/individual/index.php?occid=8530763
15535857,NCU,,,PreservedSpecimen,2052060f-225d-4cd4-a964-16c9a45cbd29,NCU00287957,651034,Plantae,Magnoliophyta,,Poales,Poaceae,Andropogon virginicus var. decipiens,72019,C.S. Campbell,Andropogon,virginicus,var.,decipiens,"LeBlond, R. J.",2005-00-00,,,,,,"LeBlond, R. J.",,,,2005,,,,,,,,,,,"field values redacted: eventDate, month, day, startDayOfYear, recordNumber, locality, decimalLatitude, decimalLongitude, habitat",,,"Euthamia hirtipes, Andropogon tenuispatheus, Symphyotrichum lanceolatum ssp. lanceolatum",,,,,,,,United States,North Carolina,Hyde,,,,1,Landowner Concern,35.53180783,-76.24849083,,,,,,,,,,,,,,,,English,ShannaOberreiter,7/10/17 14:21,,206,urn:uuid:2052060f-225d-4cd4-a964-16c9a45cbd29,http://sernecportal.org/portal/collections/individual/index.php?occid=15535857
15535957,NCU,,,PreservedSpecimen,cc7e9f2e-8049-483f-8188-224846b4c6b8,NCU00287960,651039,Plantae,Magnoliophyta,,Poales,Poaceae,Andropogon virginicus var. decipiens,72019,C.S. Campbell,Andropogon,virginicus,var.,decipiens,"LeBlond, R. J.",1997-00-00,,,,,,"LeBlond, R. J.",,4928,10/26/97,1997,10,26,299,,,,Ctenium Savanna,,,,,,,,,,,,,,,United States,North Carolina,Pender,,"Holly Shelter Game Land, on west side of intersection of Tram Road and Shingleton Road Spur",,,,34.52545547,-77.90702984,,,,,,,,,,,,,,,,English,ShannaOberreiter,7/10/17 14:27,,206,urn:uuid:cc7e9f2e-8049-483f-8188-224846b4c6b8,http://sernecportal.org/portal/collections/individual/index.php?occid=15535957
15535942,NCU,,,PreservedSpecimen,cc3e60fa-248f-4101-af2a-05cc88f85793,NCU00287959,651037,Plantae,Magnoliophyta,,Poales,Poaceae,"Andropogon virginicus var. galucus ""wetlands variants""",308055,(C.Mohr ex Hack.) Weakley & LeBlond,Andropogon,dealbatus,var.,"galucus ""wetlands variants""","LeBlond, R. J.; Sorrie, B. A.",1993-00-00,,,,,,"LeBlond, R. J.","Sorrie, B. A.",4895,9/29/97,1997,9,29,272,,,,,,,,,,,"Taxodium ascendens, Dichanthelium longiligulatum, Scleria verticillata, Xyris caroliniana",,,,,,,,United States,Alabama,Baldwin,,"Near Little Point Clear, whre marsh and swamp associations co-mingle",,,,30.72782803,-87.71713245,,,,,,,,,,,,,,,,English,ShannaOberreiter,10/11/17 17:38,,206,urn:uuid:cc3e60fa-248f-4101-af2a-05cc88f85793,http://sernecportal.org/portal/collections/individual/index.php?occid=15535942
17605340,NCU,,,PreservedSpecimen,1351e6ad-87e2-46c9-bace-1867cc0ffdbe,NCU00405035,653875,Plantae,Magnoliophyta,,Poales,Poaceae,"Andropogon virginicus var. galucus ""wetlands variants""",308055,(C.Mohr ex Hack.) Weakley & LeBlond,Andropogon,dealbatus,var.,"galucus ""wetlands variants""","LeBlond, Richard J.",11/22/17,,,formerly included within A. capillipes Nash,,,"Reid, Christopher","Burruss, Alexis",9649,10/16/15,2015,10,16,289,,,,Small valley supporting various wetland savanna species in dissected Pinus palustris uplands.,,,,,,,,,,,,,,,United States,Louisiana,Tangipahoa,,"Sandy Hollow Wildlife Management Area, E of M. L. Varnado Rd. ca 1.5 mi S of jct. w/ LA 1061, 0.78 mi S of jct. w/ LA 440 and ca 3.75 mi N of jct. w/ LA 10 in Wilmer",,0,,30.64533257,-90.41182079,WGS84,300,,,,,,,,,,,,,,,CarolAnnMcCormick,2/14/18 15:28,,206,urn:uuid:1351e6ad-87e2-46c9-bace-1867cc0ffdbe,http://sernecportal.org/portal/collections/individual/index.php?occid=17605340
8547766,NCU,,,PreservedSpecimen,64ea3f69-6d86-48e8-8a0e-1cb125d1a19a,NCU00077231,24417,Plantae,Magnoliophyta,,Poales,Poaceae,Andropogon glomeratus var. hirsutior ,309568,(Hack.) Weakley & LeBlond,Andropogon,glomeratus,var.,hirsutior,"Sorrie, B. A.",2015-00-00,,,,,,"Mohr, Charles T.",,,,1886,,,,,,,,,,,"field values redacted: eventDate, month, verbatimEventDate, recordNumber, locality, decimalLatitude, decimalLongitude, geodeticDatum, coordinateUncertaintyInMeters, georeferenceRemarks, georeferencedBy, georeferenceSources, habitat",,,,,,,,,,,United States,Alabama,Mobile,,,,1,,30.79425792,-88.20178987,,,,,,,,,,,,,,,,en,wpmarinello,4/9/18 14:12,,206,urn:uuid:64ea3f69-6d86-48e8-8a0e-1cb125d1a19a,http://sernecportal.org/portal/collections/individual/index.php?occid=8547766
8547768,NCU,,,PreservedSpecimen,3cf84f15-1a41-4ce5-9f73-7734c0f60763,NCU00077607,16577,Plantae,Magnoliophyta,,Poales,Poaceae,Andropogon glomeratus var. hirsutior ,309568,(Hack.) Weakley & LeBlond,Andropogon,glomeratus,var.,hirsutior,"Sorrie, B. A.",2015,,,,,,"Curtiss, Allen Hiram",,,,1897,,,,,,,,,,,"field values redacted: eventDate, month, day, startDayOfYear, recordNumber, locality, habitat",,,,,,,,,,,United States,Florida,Duval,,,,1,,30.33021564,-81.6739749,,,,,,,,,,,,,,,,en,wpmarinello,3/13/18 13:22,,206,urn:uuid:3cf84f15-1a41-4ce5-9f73-7734c0f60763,http://sernecportal.org/portal/collections/individual/index.php?occid=8547768
8547770,NCU,,,PreservedSpecimen,6ddc4915-0f0c-4f2e-8284-e0aa168099ac,NCU00077615,523402,Plantae,Magnoliophyta,,Poales,Poaceae,Andropogon glomeratus var. hirsutior ,309568,(Hack.) Weakley & LeBlond,Andropogon,glomeratus,var.,hirsutior,"Sorrie, B. A.",2015-00-00,,,,,,"Campbell, C. S.",,,,1977,,,,,,,,,,,"field values redacted: eventDate, month, day, startDayOfYear, recordNumber, locality, decimalLatitude, decimalLongitude, geodeticDatum, coordinateUncertaintyInMeters, georeferenceRemarks, georeferencedBy, georeferenceSources, habitat",,,,,,,,,,,United States,Florida,Jefferson,,,,1,,30.43801481,-83.89510053,,,,,,,,,,,,,,,,en,wpmarinello,3/13/18 13:22,,206,urn:uuid:6ddc4915-0f0c-4f2e-8284-e0aa168099ac,http://sernecportal.org/portal/collections/individual/index.php?occid=8547770
8547774,NCU,,,PreservedSpecimen,aab1a36e-41ea-46de-9505-c0cf91f58c5c,NCU00031867,573181,Plantae,Magnoliophyta,,Poales,Poaceae,Andropogon glomeratus var. hirsutior ,309568,(Hack.) Weakley & LeBlond,Andropogon,glomeratus,var.,hirsutior,"Sorrie, B. A.",2015-00-00,,,,,,"Sorrie, B. A.",Smith; McInnis,,,1995,,,,,,,,,,,"field values redacted: eventDate, month, day, startDayOfYear, recordNumber, locality, habitat",,,"Panicum virgatum, Axonopus affinis, Lycopodiella caroliniana, Rhynchospora pusilla, Rhynchospora filifolia, Rhynchospora inexpansa, Rhynchospora elliottii",,,,,,,,United States,Louisiana,Saint Tammany,,,,1,,30.4481388,-89.94014638,,,,,,,,,,,,,,,,en,wpmarinello,3/13/18 13:22,,206,urn:uuid:aab1a36e-41ea-46de-9505-c0cf91f58c5c,http://sernecportal.org/portal/collections/individual/index.php?occid=8547774
