scientificName,country,stateProvince,county,decimalLongitude,decimalLatitude
Magnolia fraseri,United States,Kentucky,Pike,-82.39577878,37.46904567
Magnolia fraseri,United States,Tennessee,Johnson,-81.85176281,36.45492152
Magnolia fraseri,United States,Tennessee,Sevier,-83.52417572,35.78466064
Magnolia tripetala,United States,Tennessee,Sevier,-83.52417572,35.78466064
Magnolia fraseri,United States,Tennessee,Unicoi,-82.43225822,36.1108327
Magnolia tripetala,United States,Tennessee,Unicoi,-82.43225822,36.1108327
Magnolia fraseri,United States,Virginia,Bland,-81.13021441,37.13398777
Magnolia fraseri,United States,Virginia,Buchanan,-82.0360065,37.26663768
Magnolia fraseri,United States,Virginia,Dickenson,-82.35033292,37.12576025
Magnolia tripetala,United States,Virginia,Dickenson,-82.35033292,37.12576025
Magnolia fraseri,United States,Virginia,Grayson,-81.22495209,36.65660184
Magnolia fraseri,United States,Virginia,Lee,-83.12848821,36.70546079
Magnolia macrophylla,United States,Virginia,Lee,-83.12848821,36.70546079
Magnolia tripetala,United States,Virginia,Lee,-83.12848821,36.70546079
Magnolia fraseri,United States,Virginia,Patrick,-80.28433982,36.67835575
Magnolia fraseri,United States,Virginia,Patrick,-80.28433982,36.67835575
Magnolia fraseri,United States,Virginia,Patrick,-80.28433982,36.67835575
Magnolia tripetala,United States,Virginia,Patrick,-80.28433982,36.67835575
Magnolia fraseri,United States,Virginia,Scott,-82.60297594,36.71421501
Magnolia tripetala,United States,Virginia,Scott,-82.60297594,36.71421501
Magnolia fraseri,United States,Virginia,Smyth,-81.53695245,36.84386511
Magnolia fraseri,United States,Virginia,Smyth,-81.53695245,36.84386511
Magnolia fraseri,United States,Virginia,Washington,-82.12172993,36.64867883
Magnolia fraseri,United States,Virginia,Wythe,-81.07859277,36.91713187
Magnolia fraseri,United States,Virginia,Wythe,-81.07859277,36.91713187
Magnolia fraseri,United States,West Virginia,Pocahontas,-80.00773968,38.33179875
Magnolia fraseri,United States,West Virginia,Webster,-80.42187042,38.49470857
Magnolia fraseri,United States,Texas,Jasper,-94.0250208,30.74397527
Magnolia macrophylla,United States,North Carolina,Iredell,-80.87364479,35.80721882
Magnolia macrophylla,United States,North Carolina,Iredell,-80.87364479,35.80721882
Magnolia macrophylla,United States,North Carolina,Iredell,-80.87364479,35.80721882
Magnolia macrophylla,United States,North Carolina,Iredell,-80.87364479,35.80721882
Magnolia macrophylla,United States,North Carolina,Iredell,-80.87364479,35.80721882
Magnolia macrophylla,United States,North Carolina,Iredell,-80.87364479,35.80721882
Magnolia macrophylla,United States,North Carolina,Iredell,-80.87364479,35.80721882
Magnolia macrophylla,United States,North Carolina,Iredell,-80.87364479,35.80721882
Magnolia macrophylla,United States,North Carolina,Iredell,-80.87364479,35.80721882
Magnolia macrophylla,United States,North Carolina,Iredell,-80.87364479,35.80721882
Magnolia macrophylla,United States,North Carolina,Iredell,-80.87364479,35.80721882
Magnolia macrophylla,United States,North Carolina,Iredell,-80.87364479,35.80721882
Magnolia macrophylla,United States,North Carolina,Iredell,-80.87364479,35.80721882
Magnolia macrophylla,United States,North Carolina,Iredell,-80.87364479,35.80721882
Magnolia macrophylla,United States,North Carolina,Iredell,-80.87364479,35.80721882
Magnolia tripetala,United States,North Carolina,Iredell,-80.87364479,35.80721882
Magnolia tripetala,United States,North Carolina,Iredell,-80.87364479,35.80721882
Magnolia macrophylla,United States,North Carolina,Mecklenburg,-80.83277811,35.24681233
Magnolia macrophylla,United States,North Carolina,Mecklenburg,-80.83277811,35.24681233
Magnolia macrophylla,United States,North Carolina,Rowan,-80.52470077,35.63964401
Magnolia macrophylla,United States,North Carolina,Rowan,-80.52470077,35.63964401
Magnolia macrophylla,United States,North Carolina,Rowan,-80.52470077,35.63964401
Magnolia macrophylla,United States,Alabama,Coosa,-86.24763833,32.93623206
Magnolia tripetala,United States,Alabama,Coosa,-86.24763833,32.93623206
Magnolia macrophylla,United States,Alabama,Cullman,-86.86761757,34.13197686
Magnolia macrophylla,United States,Alabama,Franklin,-87.84378968,34.4416819
Magnolia macrophylla,United States,Alabama,Franklin,-87.84378968,34.4416819
Magnolia macrophylla,United States,Alabama,Franklin,-87.84378968,34.4416819
Magnolia macrophylla,United States,Alabama,Lawrence,-87.31103154,34.52199853
Magnolia macrophylla,United States,Alabama,Lawrence,-87.31103154,34.52199853
Magnolia macrophylla,United States,Alabama,Lawrence,-87.31103154,34.52199853
Magnolia macrophylla,United States,Alabama,Lawrence,-87.31103154,34.52199853
Magnolia macrophylla,United States,Alabama,Lawrence,-87.31103154,34.52199853
Magnolia macrophylla,United States,Alabama,Lawrence,-87.31103154,34.52199853
Magnolia macrophylla,United States,Alabama,Lawrence,-87.31103154,34.52199853
Magnolia macrophylla,United States,Alabama,Marion,-87.88714455,34.13656652
Magnolia macrophylla,United States,Alabama,Marion,-87.88714455,34.13656652
Magnolia macrophylla,United States,Alabama,Marion,-87.88714455,34.13656652
Magnolia macrophylla,United States,Alabama,Morgan,-86.85290995,34.45348201
Magnolia macrophylla,United States,Alabama,Perry,-87.29421194,32.63851634
Magnolia macrophylla,United States,Alabama,Perry,-87.29421194,32.63851634
Magnolia macrophylla,United States,Alabama,Tallapoosa,-85.79750728,32.862432
Magnolia macrophylla,United States,Alabama,Walker,-87.29732566,33.80336949
Magnolia macrophylla,United States,Alabama,Walker,-87.29732566,33.80336949
Magnolia macrophylla,United States,Alabama,Winston,-87.37367741,34.1492357
Magnolia macrophylla,United States,Alabama,Winston,-87.37367741,34.1492357
Magnolia macrophylla,United States,Alabama,Winston,-87.37367741,34.1492357
Magnolia macrophylla,United States,Alabama,Winston,-87.37367741,34.1492357
Magnolia macrophylla,United States,Alabama,Winston,-87.37367741,34.1492357
Magnolia macrophylla,United States,Alabama,Winston,-87.37367741,34.1492357
Magnolia macrophylla,United States,Alabama,Winston,-87.37367741,34.1492357
Magnolia macrophylla,United States,Alabama,Winston,-87.37367741,34.1492357
Magnolia tripetala,United States,Alabama,Winston,-87.37367741,34.1492357
Magnolia macrophylla,United States,Mississippi,Carroll,-89.92016589,33.44850911
Magnolia macrophylla,United States,Mississippi,Carroll,-89.92016589,33.44850911
Magnolia macrophylla,United States,Mississippi,Carroll,-89.92016589,33.44850911
Magnolia macrophylla,United States,Mississippi,Clarke,-88.6893975,32.04137663
Magnolia macrophylla,United States,Mississippi,Clarke,-88.6893975,32.04137663
Magnolia macrophylla,United States,Mississippi,Clarke,-88.6893975,32.04137663
Magnolia macrophylla,United States,Mississippi,Forrest,-89.25786254,31.18885566
Magnolia macrophylla,United States,Mississippi,Forrest,-89.25786254,31.18885566
Magnolia pyramidata,United States,Mississippi,Forrest,-89.25786254,31.18885566
Magnolia pyramidata,United States,Mississippi,Forrest,-89.25786254,31.18885566
Magnolia pyramidata,United States,Mississippi,Forrest,-89.25786254,31.18885566
Magnolia macrophylla,United States,Mississippi,Greene,-88.63915775,31.21422907
Magnolia macrophylla,United States,Mississippi,Greene,-88.63915775,31.21422907
Magnolia macrophylla,United States,Mississippi,Greene,-88.63915775,31.21422907
Magnolia pyramidata,United States,Mississippi,Greene,-88.63915775,31.21422907
Magnolia pyramidata,United States,Mississippi,Greene,-88.63915775,31.21422907
Magnolia pyramidata,United States,Mississippi,Greene,-88.63915775,31.21422907
Magnolia macrophylla,United States,Mississippi,Pearl River,-89.58977415,30.76860546
Magnolia macrophylla,United States,Mississippi,Pearl River,-89.58977415,30.76860546
Magnolia macrophylla,United States,Mississippi,Winston,-89.034424,33.08848578
Magnolia macrophylla,United States,Mississippi,Winston,-89.034424,33.08848578
Magnolia macrophylla,United States,Mississippi,Winston,-89.034424,33.08848578
Magnolia macrophylla,United States,Mississippi,Yazoo,-90.39651312,32.78035817
Magnolia macrophylla,United States,Mississippi,Yazoo,-90.39651312,32.78035817
Magnolia macrophylla,United States,Mississippi,Yazoo,-90.39651312,32.78035817
Magnolia macrophylla,United States,Kentucky,Lee,-83.71627206,37.59474242
Magnolia tripetala,United States,Kentucky,Lee,-83.71627206,37.59474242
Magnolia macrophylla,United States,Kentucky,Letcher,-82.85530096,37.12116375
Magnolia tripetala,United States,Kentucky,Letcher,-82.85530096,37.12116375
Magnolia macrophylla,United States,Kentucky,Whitley,-84.14518248,36.75816644
Magnolia macrophylla,United States,Kentucky,Wolfe,-83.49314957,37.73925725
Magnolia macrophylla,United States,Kentucky,Wolfe,-83.49314957,37.73925725
Magnolia macrophylla,United States,Kentucky,Wolfe,-83.49314957,37.73925725
Magnolia macrophylla,United States,Louisiana,Jackson,-92.55774604,32.30204636
Magnolia macrophylla,United States,Louisiana,Saint Tammany,-89.94014638,30.4481388
Magnolia macrophylla,United States,Louisiana,Washington,-90.04053371,30.85335088
Magnolia macrophylla,United States,Louisiana,Washington,-90.04053371,30.85335088
Magnolia macrophylla,United States,Louisiana,Washington,-90.04053371,30.85335088
Magnolia macrophylla,United States,Louisiana,Washington,-90.04053371,30.85335088
Magnolia macrophylla,United States,Louisiana,Washington,-90.04053371,30.85335088
Magnolia macrophylla,United States,Louisiana,Washington,-90.04053371,30.85335088
Magnolia macrophylla,United States,Louisiana,Washington,-90.04053371,30.85335088
Magnolia pyramidata,United States,Louisiana,Washington,-90.04053371,30.85335088
Magnolia pyramidata,United States,Louisiana,Washington,-90.04053371,30.85335088
Magnolia macrophylla,United States,Tennessee,Campbell,-84.14931954,36.40356615
Magnolia macrophylla,United States,Tennessee,Campbell,-84.14931954,36.40356615
Magnolia macrophylla,United States,Tennessee,Cocke,-83.12112376,35.92542296
Magnolia macrophylla,United States,Tennessee,Cocke,-83.12112376,35.92542296
Magnolia macrophylla,United States,Tennessee,Cocke,-83.12112376,35.92542296
Magnolia macrophylla,United States,Tennessee,Cocke,-83.12112376,35.92542296
Magnolia macrophylla,United States,Tennessee,Cocke,-83.12112376,35.92542296
Magnolia macrophylla,United States,Tennessee,Cocke,-83.12112376,35.92542296
Magnolia macrophylla,United States,Tennessee,Lawrence,-87.39559318,35.21728327
Magnolia macrophylla,United States,Tennessee,Marion,-85.62200755,35.12935493
Magnolia macrophylla,United States,Virginia,Campbell,-79.09633978,37.20563315
Magnolia macrophylla,United States,Arkansas,Clay,-90.41730111,36.36845334
Magnolia macrophylla,United States,Arkansas,Union,-92.59726622,33.1713241
Magnolia macrophylla,United States,Georgia,Harris,-84.90898266,32.73601141
Magnolia macrophylla,United States,Georgia,Harris,-84.90898266,32.73601141
Magnolia macrophylla,United States,Georgia,Harris,-84.90898266,32.73601141
Magnolia macrophylla,United States,Georgia,Harris,-84.90898266,32.73601141
Magnolia macrophylla,United States,Georgia,Harris,-84.90898266,32.73601141
Magnolia tripetala,United States,Georgia,Harris,-84.90898266,32.73601141
Magnolia tripetala,United States,Georgia,Harris,-84.90898266,32.73601141
Magnolia macrophylla,United States,Georgia,Stewart,-84.83515271,32.07854704
Magnolia macrophylla,United States,Tennessee,Cumberland,-84.99834418,35.95039338
Magnolia tripetala,United States,Tennessee,Cumberland,-84.99834418,35.95039338
Magnolia tripetala,United States,Tennessee,Cumberland,-84.99834418,35.95039338
Magnolia pyramidata,United States,Alabama,Autauga,-86.64276818,32.53494167
Magnolia tripetala,United States,Alabama,Autauga,-86.64276818,32.53494167
Magnolia pyramidata,United States,Alabama,Hale,-87.62911089,32.76268954
Magnolia pyramidata,United States,Alabama,Hale,-87.62911089,32.76268954
Magnolia pyramidata,United States,Florida,Calhoun,-85.19719861,30.40609644
Magnolia pyramidata,United States,Georgia,Upson,-84.29934669,32.88125058
Magnolia pyramidata,United States,Louisiana,Sabine,-93.55472233,31.56404758
Magnolia pyramidata,United States,Louisiana,Sabine,-93.55472233,31.56404758
Magnolia pyramidata,United States,Louisiana,Sabine,-93.55472233,31.56404758
Magnolia pyramidata,United States,Louisiana,Natchitoches,-93.09628242,31.72359091
Magnolia pyramidata,United States,Louisiana,West Feliciana,-91.42002055,30.87976725
Magnolia pyramidata,United States,Mississippi,Jackson,-88.63622701,30.54591851
Magnolia pyramidata,United States,Mississippi,Jackson,-88.63622701,30.54591851
Magnolia pyramidata,United States,Mississippi,Jackson,-88.63622701,30.54591851
Magnolia tripetala,United States,Mississippi,Jackson,-88.63622701,30.54591851
Magnolia tripetala,United States,Mississippi,Jackson,-88.63622701,30.54591851
Magnolia pyramidata,United States,Mississippi,Stone,-89.11767733,30.79000141
Magnolia pyramidata,United States,Mississippi,Stone,-89.11767733,30.79000141
Magnolia pyramidata,United States,Mississippi,Wayne,-88.69578593,31.64079619
Magnolia tripetala,United States,North Carolina,Lincoln,-81.22388615,35.48618443
Magnolia tripetala,United States,North Carolina,Pasquotank,-76.13310323,36.20465526
Magnolia tripetala,United States,North Carolina,Pasquotank,-76.13310323,36.20465526
Magnolia tripetala,United States,North Carolina,Catawba,-81.21443507,35.66263814
Magnolia tripetala,United States,North Carolina,Catawba,-81.21443507,35.66263814
Magnolia tripetala,United States,North Carolina,Caswell,-79.33365039,36.39337066
Magnolia tripetala,United States,North Carolina,Craven,-77.09694592,35.12621765
Magnolia tripetala,United States,North Carolina,Davie,-80.54458757,35.92923337
Magnolia tripetala,United States,North Carolina,Franklin,-78.28566408,36.08274486
Magnolia tripetala,United States,North Carolina,Forsyth,-80.25625425,36.13043576
Magnolia tripetala,United States,North Carolina,Forsyth,-80.25625425,36.13043576
Magnolia tripetala,United States,North Carolina,Forsyth,-80.25625425,36.13043576
Magnolia tripetala,United States,North Carolina,Lee,-79.17159141,35.47502207
Magnolia tripetala,United States,North Carolina,Martin,-77.10718134,35.84162372
Magnolia tripetala,United States,North Carolina,Montgomery,-79.90543394,35.33240458
Magnolia tripetala,United States,North Carolina,Onslow,-77.43415464,34.73742112
Magnolia tripetala,United States,North Carolina,Onslow,-77.43415464,34.73742112
Magnolia tripetala,United States,North Carolina,Onslow,-77.43415464,34.73742112
Magnolia tripetala,United States,North Carolina,Onslow,-77.43415464,34.73742112
Magnolia tripetala,United States,North Carolina,Perquimans,-76.34866643,36.14094673
Magnolia tripetala,United States,North Carolina,Randolph,-79.80603396,35.7102791
Magnolia acuminata var. subcordata,United States,North Carolina,Randolph,-79.80603396,35.7102791
Magnolia acuminata var. subcordata,United States,North Carolina,Randolph,-79.80603396,35.7102791
Magnolia acuminata var. subcordata,United States,North Carolina,Randolph,-79.80603396,35.7102791
Magnolia acuminata var. subcordata,United States,North Carolina,Randolph,-79.80603396,35.7102791
Magnolia acuminata var. subcordata,United States,North Carolina,Randolph,-79.80603396,35.7102791
Magnolia acuminata var. subcordata,United States,North Carolina,Randolph,-79.80603396,35.7102791
Magnolia acuminata var. subcordata,United States,North Carolina,Randolph,-79.80603396,35.7102791
Magnolia tripetala,United States,North Carolina,Rockingham,-79.77511941,36.39609554
Magnolia tripetala,United States,North Carolina,Union,-80.53073141,34.98838926
Magnolia tripetala,United States,North Carolina,Union,-80.53073141,34.98838926
Magnolia tripetala,United States,North Carolina,Vance,-78.40832824,36.36478575
Magnolia tripetala,United States,North Carolina,Vance,-78.40832824,36.36478575
Magnolia tripetala,United States,North Carolina,Warren,-78.10687649,36.39657153
Magnolia tripetala,United States,North Carolina,Yadkin,-80.66534677,36.16052881
Magnolia tripetala,United States,South Carolina,Cherokee,-81.62040411,35.04817698
Magnolia tripetala,United States,South Carolina,Cherokee,-81.62040411,35.04817698
Magnolia tripetala,United States,South Carolina,Chester,-81.15952413,34.6920596
Magnolia tripetala,United States,South Carolina,Greenwood,-82.12589781,34.15383046
Magnolia tripetala,United States,South Carolina,York,-81.18446568,34.97473758
Magnolia tripetala,United States,Alabama,Blount,-86.56737734,33.98088425
Magnolia tripetala,United States,Alabama,Chilton,-86.71883525,32.84786059
Magnolia tripetala,United States,Alabama,Calhoun,-85.82605864,33.77143128
Magnolia tripetala,United States,Alabama,Shelby,-86.66065222,33.26427535
Magnolia tripetala,United States,Alabama,Saint Clair,-86.31470127,33.71570238
Magnolia tripetala,United States,Alabama,Saint Clair,-86.31470127,33.71570238
Magnolia tripetala,United States,Alabama,Saint Clair,-86.31470127,33.71570238
Magnolia tripetala,United States,Alabama,Saint Clair,-86.31470127,33.71570238
Magnolia tripetala,United States,Alabama,Talladega,-86.16591403,33.38002836
Magnolia tripetala,United States,Alabama,Talladega,-86.16591403,33.38002836
Magnolia tripetala,United States,Arkansas,Franklin,-93.8906224,35.5123114
Magnolia tripetala,United States,Arkansas,Franklin,-93.8906224,35.5123114
Magnolia tripetala,United States,Arkansas,Garland,-93.1504459,34.57669411
Magnolia tripetala,United States,Arkansas,Hot Spring,-92.94601134,34.31765079
Magnolia tripetala,United States,Arkansas,Johnson,-93.45992317,35.57005961
Magnolia tripetala,United States,Arkansas,Madison,-93.72455955,36.01095789
Magnolia tripetala,United States,Arkansas,Montgomery,-93.6595387,34.53880111
Magnolia tripetala,United States,Arkansas,Montgomery,-93.6595387,34.53880111
Magnolia tripetala,United States,Arkansas,Montgomery,-93.6595387,34.53880111
Magnolia tripetala,United States,Arkansas,Newton,-93.21785866,35.9199805
Magnolia tripetala,United States,Arkansas,Newton,-93.21785866,35.9199805
Magnolia tripetala,United States,Arkansas,Newton,-93.21785866,35.9199805
Magnolia tripetala,United States,Arkansas,Newton,-93.21785866,35.9199805
Magnolia tripetala,United States,Arkansas,Newton,-93.21785866,35.9199805
Magnolia tripetala,United States,Arkansas,Pike,-93.65638874,34.16361103
Magnolia tripetala,United States,Tennessee,Blount,-83.92554076,35.68726455
Magnolia tripetala,United States,Tennessee,Blount,-83.92554076,35.68726455
Magnolia tripetala,United States,Tennessee,Grundy,-85.72261393,35.38835825
Magnolia tripetala,United States,Tennessee,Putnam,-85.49514829,36.14080645
Magnolia tripetala,United States,Tennessee,Scott,-84.50347986,36.42856734
Magnolia tripetala,United States,Kentucky,Breathitt,-83.32407207,37.52161425
Magnolia tripetala,United States,Kentucky,Bullitt,-85.69593152,37.97002735
Magnolia tripetala,United States,Kentucky,Edmonson,-86.23848483,37.20873536
Magnolia tripetala,United States,Kentucky,Lewis,-83.37814408,38.53165566
Magnolia tripetala,United States,Kentucky,Lewis,-83.37814408,38.53165566
Magnolia tripetala,United States,Kentucky,Menifee,-83.59889783,37.94135032
Magnolia tripetala,United States,Kentucky,Powell,-83.82385266,37.8311853
Magnolia tripetala,United States,Virginia,Albemarle,-78.55650817,38.02289439
Magnolia tripetala,United States,Virginia,Albemarle,-78.55650817,38.02289439
Magnolia tripetala,United States,Virginia,Bedford,-79.52417806,37.31516367
Magnolia tripetala,United States,Virginia,Buckingham,-78.52868939,37.57219999
Magnolia tripetala,United States,Virginia,Franklin,-79.88104196,36.99195238
Magnolia tripetala,United States,Virginia,Franklin,-79.88104196,36.99195238
Magnolia tripetala,United States,Virginia,Franklin,-79.88104196,36.99195238
Magnolia tripetala,United States,Virginia,Giles,-80.70369038,37.31406088
Magnolia tripetala,United States,Virginia,Greene,-78.46686273,38.29765399
Magnolia tripetala,United States,Virginia,Nelson,-78.88671934,37.7874118
Magnolia tripetala,United States,Virginia,Nelson,-78.88671934,37.7874118
Magnolia tripetala,United States,Virginia,Pittsylvania,-79.3971191,36.82132163
Magnolia tripetala,United States,Virginia,Pittsylvania,-79.3971191,36.82132163
Magnolia tripetala,United States,Maryland,Baltimore,-76.64478544,39.46642187
Magnolia tripetala,United States,Georgia,Bartow,-84.84053969,34.23786407
Magnolia tripetala,United States,Massachusetts,Hampshire,-72.6637661,42.34007966
Magnolia tripetala,United States,Missouri,Saint Louis,-90.44297882,38.64069439
Magnolia tripetala,United States,Ohio,Vinton,-82.48537223,39.25099437
Magnolia tripetala,United States,Oklahoma,Le Flore,-94.70348842,34.90011976
Magnolia tripetala,United States,Maryland,Baltimore City,-76.5754892,39.2532193
Magnolia tripetala,United States,Kentucky,Bell,-83.67400351,36.73066917
Magnolia acuminata var. subcordata,United States,North Carolina,Anson,-80.10272594,34.97383996
Magnolia acuminata var. subcordata,United States,North Carolina,Anson,-80.10272594,34.97383996
