,stateProvince,county,decimalLongitude,decimalLatitude,scientificName
315,North Carolina,Jackson,-83.14081612,35.28739362, Magnolia umbrella
316,North Carolina,Macon,-83.42211731,35.15044854, Magnolia fraseri
317,North Carolina,Macon,-83.42211731,35.15044854, Magnolia fraseri
318,North Carolina,Macon,-83.42211731,35.15044854, Magnolia fraseri
319,North Carolina,Macon,-83.42211731,35.15044854, Magnolia fraseri
320,North Carolina,Macon,-83.42211731,35.15044854, Magnolia fraseri
321,North Carolina,Macon,-83.42211731,35.15044854, Magnolia fraseri
322,North Carolina,Macon,-83.42211731,35.15044854, Magnolia umbrella
323,North Carolina,Macon,-83.42211731,35.15044854, Magnolia umbrella
324,North Carolina,Macon,-83.42211731,35.15044854, Magnolia cordata
325,North Carolina,Madison,-82.70568957,35.85805671, Magnolia fraseri
326,North Carolina,Madison,-82.70568957,35.85805671, Magnolia fraseri
327,North Carolina,Madison,-82.70568957,35.85805671, Magnolia umbrella
328,North Carolina,Transylvania,-82.79830342,35.20215634, Magnolia fraseri
329,North Carolina,Transylvania,-82.79830342,35.20215634, Magnolia fraseri
330,North Carolina,Transylvania,-82.79830342,35.20215634, Magnolia fraseri
331,North Carolina,Transylvania,-82.79830342,35.20215634, Magnolia fraseri
332,North Carolina,Transylvania,-82.79830342,35.20215634, Magnolia fraseri
333,North Carolina,Transylvania,-82.79830342,35.20215634, Magnolia cordata
334,North Carolina,Watauga,-81.69691496,36.23128455, Magnolia fraseri
335,North Carolina,Watauga,-81.69691496,36.23128455, Magnolia fraseri
336,North Carolina,Watauga,-81.69691496,36.23128455, Magnolia fraseri
337,North Carolina,Watauga,-81.69691496,36.23128455, Magnolia fraseri
338,North Carolina,Watauga,-81.69691496,36.23128455, Magnolia fraseri
339,North Carolina,Watauga,-81.69691496,36.23128455, Magnolia fraseri
340,North Carolina,Watauga,-81.69691496,36.23128455, Magnolia fraseri
341,North Carolina,Watauga,-81.69691496,36.23128455, Magnolia fraseri
342,North Carolina,Watauga,-81.69691496,36.23128455, Magnolia fraseri
343,North Carolina,Watauga,-81.69691496,36.23128455, Magnolia fraseri
344,North Carolina,Watauga,-81.69691496,36.23128455, Magnolia fraseri
345,North Carolina,Watauga,-81.69691496,36.23128455, Magnolia fraseri
346,North Carolina,Watauga,-81.69691496,36.23128455, Magnolia cordata
347,North Carolina,Wilkes,-81.16384798,36.20653459, Magnolia fraseri
348,North Carolina,Wilkes,-81.16384798,36.20653459, Magnolia fraseri
349,North Carolina,Wilkes,-81.16384798,36.20653459, Magnolia fraseri
350,North Carolina,Wilkes,-81.16384798,36.20653459, Magnolia fraseri
351,North Carolina,Wilkes,-81.16384798,36.20653459, Magnolia umbrella
352,North Carolina,Wilkes,-81.16384798,36.20653459, Magnolia umbrella
353,North Carolina,Yancey,-82.30756844,35.89888749, Magnolia fraseri
354,South Carolina,Greenville,-82.37080785,34.89437093, Magnolia fraseri
355,South Carolina,Greenville,-82.37080785,34.89437093, Magnolia fraseri
356,South Carolina,Greenville,-82.37080785,34.89437093, Magnolia fraseri
357,South Carolina,Oconee,-83.06586494,34.75347379, Magnolia fraseri
358,South Carolina,Oconee,-83.06586494,34.75347379, Magnolia fraseri
359,South Carolina,Oconee,-83.06586494,34.75347379, Magnolia fraseri
360,South Carolina,Pickens,-82.72537081,34.88752885, Magnolia fraseri
361,South Carolina,Pickens,-82.72537081,34.88752885, Magnolia fraseri
362,South Carolina,Pickens,-82.72537081,34.88752885, Magnolia fraseri
363,South Carolina,Pickens,-82.72537081,34.88752885, Magnolia fraseri
364,Georgia,Fannin,-84.31974151,34.86409531, Magnolia fraseri
365,Georgia,Habersham,-83.53116472,34.6310087, Magnolia fraseri
366,Georgia,Rabun,-83.4021281,34.8817714, Magnolia fraseri
367,Georgia,Rabun,-83.4021281,34.8817714, Magnolia fraseri
368,Georgia,Rabun,-83.4021281,34.8817714, Magnolia fraseri
369,Georgia,Rabun,-83.4021281,34.8817714, Magnolia fraseri
370,Georgia,Rabun,-83.4021281,34.8817714, Magnolia fraseri
371,Georgia,Stephens,-83.29348895,34.5539686, Magnolia fraseri
372,Georgia,Stephens,-83.29348895,34.5539686, Magnolia fraseri
373,Kentucky,Harlan,-83.21788767,36.85700485, Magnolia fraseri
374,Kentucky,Pike,-82.39577878,37.46904567, Magnolia fraseri
375,Tennessee,Johnson,-81.85176281,36.45492152, Magnolia fraseri
376,Tennessee,Sevier,-83.52417572,35.78466064, Magnolia fraseri
377,Tennessee,Sevier,-83.52417572,35.78466064, Magnolia umbrella
378,Tennessee,Unicoi,-82.43225822,36.1108327, Magnolia fraseri
379,Tennessee,Unicoi,-82.43225822,36.1108327, Magnolia umbrella
380,Virginia,Bland,-81.13021441,37.13398777, Magnolia fraseri
381,Virginia,Buchanan,-82.0360065,37.26663768, Magnolia fraseri
