id,institutionCode,collectionCode,ownerInstitutionCode,basisOfRecord,occurrenceID,catalogNumber,otherCatalogNumbers,kingdom,phylum,class,order,family,scientificName,taxonID,scientificNameAuthorship,genus,specificEpithet,taxonRank,infraspecificEpithet,identifiedBy,dateIdentified,identificationReferences,identificationRemarks,taxonRemarks,identificationQualifier,typeStatus,recordedBy,associatedCollectors,recordNumber,eventDate,year,month,day,startDayOfYear,endDayOfYear,verbatimEventDate,occurrenceRemarks,habitat,substrate,verbatimAttributes,fieldNumber,informationWithheld,dataGeneralizations,dynamicProperties,associatedTaxa,reproductiveCondition,establishmentMeans,cultivationStatus,lifeStage,sex,individualCount,preparations,country,stateProvince,county,municipality,locality,locationRemarks,localitySecurity,localitySecurityReason,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertaintyInMeters,verbatimCoordinates,georeferencedBy,georeferenceProtocol,georeferenceSources,georeferenceVerificationStatus,georeferenceRemarks,minimumElevationInMeters,maximumElevationInMeters,minimumDepthInMeters,maximumDepthInMeters,verbatimDepth,verbatimElevation,disposition,language,recordEnteredBy,modified,sourcePrimaryKey-dbpk,collId,recordId,references
705814,ASU,Plants,,PreservedSpecimen,5ff57c62-9514-4dea-b94c-61b345ffa7b5,,74304,Plantae,Magnoliophyta,,Solanales,Solanaceae,"Physalis hederifolia",198,"A. Gray",Physalis,hederifolia,,,"Mahinda Martinez, 1993",,,,,,,"Elinor Lehto","Pinkava, Keil",14693,1968-10-12,1968,10,12,286,,,,"Along dry wash; oak-grassland",,,,,,,"Oak, grassland",flowers,,0,,,,,USA,Arizona,"Santa Cruz County",,"SE of Patagonia on road to Parker Canyon Lake; 0.3 miles past Harshaw junction",,0,,31.468,-110.708,,,,,,"GEOLocate_032105; Low precision","not reviewed",,1463,,,,,4800ft,,,Roisan,"2018-03-08 11:18:16",74141,1,urn:uuid:5ff57c62-9514-4dea-b94c-61b345ffa7b5,http://swbiodiversity.org/seinet/collections/individual/index.php?occid=705814
769669,ASU,Plants,,PreservedSpecimen,3cb2726a-55f0-4efa-9ccf-6998c71c8a46,,261028,Plantae,Magnoliophyta,,Solanales,Solanaceae,"Physalis hederifolia",198,"A. Gray",Physalis,hederifolia,,,,,,,,,,"D. Shorrock",,56,2004-08-10,2004,8,10,223,,,,"Cottonwood riparian woodland",,,,,,,"Populus fremontii, Bromus diandrus, Baccharis salicifolia, Heterotheca villosa",,,0,,,,,USA,Utah,"Washington County",,"across river from Weeping Rock parking lot in Zion National Park main canyon",,0,,37.2712,-112.941,,,"DMS: 37d  16m 16.39s N; 112d 56m 27.21s W",,,,,,1219,1372,,,,4000-4500ft,,,donna,"2018-03-08 11:18:16",156512,1,urn:uuid:3cb2726a-55f0-4efa-9ccf-6998c71c8a46,http://swbiodiversity.org/seinet/collections/individual/index.php?occid=769669
777316,ASU,Plants,,PreservedSpecimen,5930c13b-9034-495f-a313-db46f41aca02,,,Plantae,Magnoliophyta,,Solanales,Solanaceae,"Physalis hederifolia",198,"A. Gray",Physalis,hederifolia,,,,,,,,,,ASU-BES08,,E-15,2008-03-22,2008,3,22,82,,,E-5,"Upland Sonoran Desert",,,,,,,"Juniperus coahuilensis, Acacia greggii, Quercus turbinella, Rhus ovata, Bouteluoa curtipendula",,,0,,,,,USA,Arizona,"Maricopa  county",,"Seven Springs area, Humboldt mountain near water tank.",,0,,33.9943,-111.804,,,,,,,,,1378,,,,,4522ft,,,Les,"2018-03-08 11:18:16",165519,1,urn:uuid:5930c13b-9034-495f-a313-db46f41aca02,http://swbiodiversity.org/seinet/collections/individual/index.php?occid=777316
783415,ASU,Plants,,PreservedSpecimen,1d05557f-9e0e-4a46-bae2-62a10976638e,,275901,Plantae,Magnoliophyta,,Fabales,Fabaceae,"Physalis hederifolia",198,"A. Gray",Physalis,hederifolia,,,"Neil A. Harriman        November   1985",,,,,,,"Wendy Hodgson",,3261,1984-09-02,1984,9,2,246,,,"T40N R12W Section 32","Disturbed, rocky area, some limestone",,,,,,,"Juniperus, Quercus turbinella.",,,0,,,,,USA,Arizona,Mohave,,"3.8 miles west of Wolf Hole Mountain -Wolf Hole Junction, along BLM Road 59",,0,,,,,,,,,,,,,,,,,,,,Tung,"2018-03-08 11:18:16",173526,1,urn:uuid:1d05557f-9e0e-4a46-bae2-62a10976638e,http://swbiodiversity.org/seinet/collections/individual/index.php?occid=783415
855341,ARIZ,,,PreservedSpecimen,urn:uuid:0f7485de-744c-45cc-87e7-9a47358f85d8,371659,,Plantae,Magnoliophyta,,Solanales,Solanaceae,"Physalis hederifolia",198,"A. Gray",Physalis,hederifolia,,,"Patricia A. West",2001-05-17,,,,,,"Patricia A. West",,605,2001-05-17,2001,5,17,137,,"May,17,2001","Forb 304",,,,,,,,,,,,,,,,"United States","New Mexico","Catron County",,"Gila Cliff Dwellings National Monument",,,,,,,,,,,,,,,,,,,,,,,"2013-11-07 11:43:44",95618,2,urn:uuid:b65e5d2e-c46a-4b91-ba43-841c46086344,http://swbiodiversity.org/seinet/collections/individual/index.php?occid=855341
855342,ARIZ,,,PreservedSpecimen,urn:uuid:d9f8d637-eee6-43cc-aaf6-89d83af78301,376928,,Plantae,Magnoliophyta,,Solanales,Solanaceae,"Physalis hederifolia",198,"A. Gray",Physalis,hederifolia,,,"Steven P. McLaughlin",2005-09-22,,,,,,"Steven P. McLaughlin; Janice E. Bowers",,10550,2005-09-22,2005,9,22,265,,"September,22,2005",,"Desert grassland, in calcareous soil.",,,,,,,"Sporobolus wrightii, Bouteloua gracilis, Panicum bulbosum, Yucca elata.",Fruiting,,,,,,,"United States",Arizona,"Santa Cruz County",,"Just southeast of Elgin.",,,,31.654,-110.523167,,,,,,,,,1435,,,,,,,,,"2013-11-07 11:43:44",174883,2,urn:uuid:caa0fd25-4746-4885-a240-bda7eeffc49f,http://swbiodiversity.org/seinet/collections/individual/index.php?occid=855342
855343,ARIZ,,,PreservedSpecimen,urn:uuid:442a0b43-b18b-4bbd-91d0-ab178733d556,381786,,Plantae,Magnoliophyta,,Solanales,Solanaceae,"Physalis hederifolia",198,"A. Gray",Physalis,hederifolia,,,"David Bertelsen",2006-09-15,,,,,,"David Bertelsen",,2006-74,2006-09-15,2006,9,15,258,,"September,15,2006","Rare, 1 plant seen.","Secondary flood plain in riparian scrub.",,,,,,,"Prosopis velutina, Carnegiea gigantea, Acacia greggii, Celtis pallida, Coursetia glandulosa, Ambrosia ambrosioides.",Fruiting,,,,,,,"United States",Arizona,"Pima County",,"Santa Catalina Mountains, Finger Rock Canyon.",,,,,,,,"T12S R14E S34 NW1/4",,,,,,1048,,,,,"3440 ft.",,,,"2013-11-07 11:43:44",186127,2,urn:uuid:7e7c3bff-446e-454c-aa1b-e828574d3118,http://swbiodiversity.org/seinet/collections/individual/index.php?occid=855343
922000,ARIZ,,,PreservedSpecimen,urn:uuid:3081bf03-ec5c-4577-8842-c2eba34eb969,382707,,Plantae,Magnoliophyta,,Solanales,Solanaceae,"Physalis hederifolia",198,"A. Gray",Physalis,hederifolia,,,"Kathryn Mauz, 30-Sep-06",2006-07-21,,,,,,"Karen R. Adam; Natalia Martinez",,2006-60,2006-07-21,2006,7,21,202,,"July,21,2006",,"This collection is from along the roadside of Highway 45, which goes north from Hidalgo del Parral to Jimenez. Location is approximately 20 miles north from Parral. This roadside location contains many grasses, because the vegetation is not heavily grazed.",,,,,,,,,,,,,,,Mexico,Chihuahua,NULL,,"North of Hidalgo del Parral, Carta topografica Valle de Allende (G13A48), 1:50,000.",,,,27.007191,-105.331774,"NAD 83",,"UTM: 13 467085 2987275",,,,,,1750,,,,,,,,,"2015-09-09 13:48:20",188333,2,urn:uuid:b71b2537-9252-4cff-9854-0f0b25229c03,http://swbiodiversity.org/seinet/collections/individual/index.php?occid=922000
922001,ARIZ,,,PreservedSpecimen,urn:uuid:d9f8abf2-9b81-4d37-97f8-25ca192164c7,384848,,Plantae,Magnoliophyta,,Solanales,Solanaceae,"Physalis hederifolia",198,"A. Gray",Physalis,hederifolia,,,"Steven P. McLaughlin",2005-09-22,,,,,,"Steven P. McLaughlin; Janice E. Bowers",,10550,2005-09-22,2005,9,22,265,,"September,22,2005",,"Desert grassland, in calcareous soil",,,,,,,"with Sporobolus wrightii, Bouteloua gracilis, Panicum bulbosum, Yucca elata",,,,,,,,"United States",Arizona,"Santa Cruz County",,"Just southeast of Elgin",,,,31.654,-110.523167,,,,,,,,,1435,,,,,,,,,"2013-11-07 11:43:44",192729,2,urn:uuid:1f418e38-b429-46a6-9d5c-722425697620,http://swbiodiversity.org/seinet/collections/individual/index.php?occid=922001
953347,ARIZ,,,PreservedSpecimen,urn:uuid:6aff8813-4893-4e20-a0fd-ebedeb51129f,387792,,Plantae,Magnoliophyta,,Solanales,Solanaceae,"Physalis hederifolia",198,"A. Gray",Physalis,hederifolia,,,CEMML,1992-08-02,,"Plant Inventory and Determination by Center for Environmental Management of Military Lands (CEMML), Department of Forest Sciences, Colorado State University, Fort Collins.",,,,"Schulz and Krohn",,2686,1992-08-07,1992,8,7,220,,"August,7,1992","Plant Inventory and Determination by Center for Environmental Management of Military Lands (CEMML), Department of Forest Sciences, Colorado State University, Fort Collins.; Infrequent. Erect perennial herb. Common name: ivyleaf groundcherry.","In grassland community. 0-3 degree slope; flat.",,,,,,,"Prosopis, Muhlenbergia, Eragrostis, Aristida spp.",Fruiting,,,,,,,"United States",Arizona,"Cochise County",,"Fort Huachuca. Boston 11th Brigade Signal Corps site, immediately southwest od Buffalo Soldier Road, 2.4 km south of Main Gate, 2.5 km northeast of Stone Ridge.",,,,,,,,,,,,,,1460,,,,,,,,,"2015-09-08 10:37:57",206221,2,urn:uuid:2632f151-7fbe-4fac-bf31-4cd4957956ce,http://swbiodiversity.org/seinet/collections/individual/index.php?occid=953347
953819,ARIZ,,,PreservedSpecimen,urn:uuid:32fb1e1c-e011-4556-b8ca-c1b8b1c6a2bb,388127,,Plantae,Magnoliophyta,,Solanales,Solanaceae,"Physalis hederifolia",198,"A. Gray",Physalis,hederifolia,,,,2008-05-06,,,,,,"Joan Tedford; Rose",,754,2008-05-06,2008,5,6,127,,"May,6,2008","One plant. Flower dell yellow.","Scattered herbaceous perennial in desert grassland and pine-oak woodland. Uncommon along roadsides and trails. Beside a large rock near campsite 11.",,,,,,,,Flowering,,,,,,,"United States",Arizona,"Pima County",,"Pima County, Catalina Mountains, Molino Basin.",,,,32.337483,-110.693133,,,,,,,,,1297,,,,,"4256 ft.",,,,"2014-01-27 10:38:34",206709,2,urn:uuid:8da28bb6-1a4f-42f5-9c62-b2a93e038312,http://swbiodiversity.org/seinet/collections/individual/index.php?occid=953819
1015464,ASC,,,PreservedSpecimen,8353c407-bf5f-4d68-af47-efa495345e89,ASC00060650,,Plantae,Magnoliophyta,,Solanales,Solanaceae,"Physalis hederifolia",198,"A. Gray",Physalis,hederifolia,,,"L. R. Landrum",2012,,,,,,"F.W. Reichenbacher",,2386,1989-04-20,1989,4,20,110,,,amp.nov95,,,"Voucher specimen #63; rare",,,,,,,,0,,,,,USA,ARIZONA,"Gila County",,"Tonto National Monument, on dry edge of Riparian forest, near footpath",,,,33.64778,-111.11389,,,,,,GEOLocate_050106,"not reviewed",,,,,,,,,,,"2017-12-14 16:10:27",15838,3,urn:uuid:8353c407-bf5f-4d68-af47-efa495345e89,http://swbiodiversity.org/seinet/collections/individual/index.php?occid=1015464
1015466,ASC,,,PreservedSpecimen,83862317-4b3d-4c6f-8684-9a80a83e5675,ASC00063348,,Plantae,Magnoliophyta,,Solanales,Solanaceae,"Physalis hederifolia",198,"A. Gray",Physalis,hederifolia,,,,,,,,,,"S. Holiday","Abril Perez",460,1996-08-08,1996,8,8,221,,,cf,"Dry sand near trail, sunny",,"Perennial herb, 3-5 dm tall",,,,,"Quercus gambelii, Ribes inerme, Sphaeralcea coccinea",,,0,,,,,USA,ARIZONA,"Navajo County",,"Tsegi Canyon, 10 miles SW Kayenta",,,,36.75669,-110.49585,,,"UTM: 4068000N 545000E 12",,,"LL generated by UTM",,,1950,,,,,6400ft.,,,,"2017-12-14 16:10:27",15840,3,urn:uuid:83862317-4b3d-4c6f-8684-9a80a83e5675,http://swbiodiversity.org/seinet/collections/individual/index.php?occid=1015466
1017263,ASC,,CACH,PreservedSpecimen,2cb9cfc8-6116-448c-b8a8-9dbbaeb4519f,ASC00072122,"CACH 218, 60257",Plantae,Magnoliophyta,,Solanales,Solanaceae,"Physalis hederifolia",198,"A. Gray",Physalis,hederifolia,,,,,,,,,,"G. Rink","Steve O'Kane",1178,2002-05-21,2002,5,21,141,,,,"sandy bottom.",,,,,,,"Salsola, Dimorphocarpa, Equisetum, Clematis, Iva, Celtis, Ambrosia, Croton",,,0,,,,,USA,ARIZONA,"Apache County",,"Tunnel Canyon;",,,,36.15144,-109.50157,,,"UTM: 4001785N 634796E 12S",,,"LL generated by UTM",,,1692,,,,,5550ft.,NNHP,,,"2017-12-14 16:10:27",17780,3,urn:uuid:2cb9cfc8-6116-448c-b8a8-9dbbaeb4519f,http://swbiodiversity.org/seinet/collections/individual/index.php?occid=1017263
1021928,ASC,,GRCA,PreservedSpecimen,2596a67f-defb-4f47-bfd9-edf7e4fda3fb,ASC00076936,"GRCA-05445 cat# : 92251,",Plantae,Magnoliophyta,,Solanales,Solanaceae,"Physalis hederifolia",198,"A. Gray",Physalis,hederifolia,,,"H.D. Hammond",,,,,,,"L.E. Stevens",,1639,2001-06-20,2001,6,20,171,,,,,,,,,,,,,,0,,,,,USA,ARIZONA,"Coconino County",,"Cliff Spring. Grand Canyon National Park. 5.6 mi NE of the N Rim at end of Highway 67.",,,,36.125,-111.933333,,,"36d 7m 30s N 111d 56m 0s W",,,,,,2500,,,,,8200ft.,,,,"2017-12-14 16:10:27",22766,3,urn:uuid:2596a67f-defb-4f47-bfd9-edf7e4fda3fb,http://swbiodiversity.org/seinet/collections/individual/index.php?occid=1021928
1042627,ASC,,,PreservedSpecimen,e3edc6c1-97e7-4673-ae1c-56023e38448b,ASC00078112,,Plantae,Magnoliophyta,,Solanales,Solanaceae,"Physalis hederifolia",198,"A. Gray",Physalis,hederifolia,,,,,,,,,,"Marc A. Baker","Theresa Wright",10002,1992-08-16,1992,8,16,229,,,,"canyon bottom",,"Dark green herb with green-yellow pendent flowers without much of a color change toward center; several plants locally.",,,,,"Aristida purpurea, Arctostaphylos pungens, Artemisia ludoviciana, Agave Parryi, Cercocarpus montanus, Echinocereus fasciculatus, Canotia holacantha, Gutierrezia sarothrae, Juniperus osteosperma, Lotus wrightii, Mimosa biuncifera, Nolina microcarpa, Opuntia phaeacantha, Parthenium incanum, Pinus edulis, and Yucca baccata.",,,0,,,,,USA,ARIZONA,"Yavapai County",,"Sycamore Canyon Wilderness Area; 2.5k NE of Railroad Draw.",,,,34.94604,-112.08812,,,"T18N R03E S18 NE¼ NW¼",,,"LL generated by UTM",,,1530,,,,,5020ft.,,,Karen,"2017-12-14 16:10:27",55187,3,urn:uuid:e3edc6c1-97e7-4673-ae1c-56023e38448b,http://swbiodiversity.org/seinet/collections/individual/index.php?occid=1042627
1124053,ASU,Plants,,PreservedSpecimen,aac8449e-2c49-4836-9e78-62442c020e02,ASU0020321,275901,Plantae,Magnoliophyta,,Solanales,Solanaceae,"Physalis hederifolia",198,"A. Gray",Physalis,hederifolia,,,"Neil A. Harriman",,,,,,,"Wendy Hodgson",,3261,1984-09-02,1984,9,2,246,,,,"Disturbed, rocky area, some limestone, with Juniperus, Quercus turbinella.",,"Physalis fendleri Gray",,,,"Physalis fendleri Gray","Juniperus, Quercus turbinella.",,,0,,,,,USA,Arizona,"Mohave County",,"Mohave County; 3.8 miles west of Wolf Hole Mountain -Wolf Hole Junction, along BLM Road 59, T40N R12W Section 32, Arizona Strip.",,0,,,,,,,,,,,,,,,,,,,,"Kim 2010_06_09","2018-03-08 11:13:18",193090,1,urn:uuid:aac8449e-2c49-4836-9e78-62442c020e02,http://swbiodiversity.org/seinet/collections/individual/index.php?occid=1124053
1956190,ASU,Plants,,PreservedSpecimen,4b3e563a-2ed5-47fe-bb92-19e58b98db23,,,Plantae,Magnoliophyta,,Solanales,Solanaceae,"Physalis hederifolia",198,"A. Gray",Physalis,hederifolia,,,,,,,,,,"L. R. Landrum","Sonoran Desert Field Botany Class",11490,2011-04-22,2011,4,22,112,,,,"Rocky stream bed",,"Herb; flowers yellow",,,,"Herb; flowers yellow","Rhus ovata, Quercus turbinella, Marah gilensis, Simmondsia chinensis",,,0,,,,,USA,Arizona,Pinal,,"Superstition Mountains, Peralta trail head, within 1/4 mile of parking lot",,0,,33.4,-111.34,,,,,,,,,,,,,,,,,,"2018-03-08 11:18:16",279555,1,urn:uuid:4b3e563a-2ed5-47fe-bb92-19e58b98db23,http://swbiodiversity.org/seinet/collections/individual/index.php?occid=1956190
2082245,ASC,,,PreservedSpecimen,8f6d4384-4f4a-43b7-8177-d1c6f3a72eb5,ASC00074077,,Plantae,Magnoliophyta,,Solanales,Solanaceae,"Physalis hederifolia",198,"A. Gray",Physalis,hederifolia,,,,,,,,,,"H.D. Hammond",,11987,2003-05-29,2003,5,29,149,,,,"in mixed oak and piñon-juniper.",,,,,,,,,,0,,,,,USA,ARIZONA,"Greenlee County",,"Apache National Forest, Roadside, AZ Rte 78.  10 mi NE of intersection of Highway 191 and AZ Rte 78;",,,,33.05,-109.083333,,,"33d 3m s N 109d 5m s W",,,,,,1829,,,,,6000ft.,,,,"2017-12-14 16:10:27",19640,3,urn:uuid:8f6d4384-4f4a-43b7-8177-d1c6f3a72eb5,http://swbiodiversity.org/seinet/collections/individual/index.php?occid=2082245
2097191,ASC,,,PreservedSpecimen,03f338f4-51d5-4893-8573-af92dd70b67a,ASC00041766,,Plantae,Magnoliophyta,,Solanales,Solanaceae,"Physalis hederifolia",198,"A. Gray",Physalis,hederifolia,,,"L. R. Landrum",2012,,,,,,"R.H. Hevly","J. Kierstead, M. Windham, P. Rossiter",,1980-08-11,1980,8,11,224,,,,"Grassland with pinyon-juniper woodland, ponderosa pine on nearby sandstone",,,,,,,,"flowers & fruit",,0,,,,,USA,ARIZONA,"Apache County",,"62116 Navajo 12, 15 mi N of St Michaels.",,,,35.12417,-109.5375,,,,,,GEOLocate_050106,"not reviewed",,2103,,,,,6900ft.,,,Karen,"2017-12-14 16:10:27",55159,3,urn:uuid:03f338f4-51d5-4893-8573-af92dd70b67a,http://swbiodiversity.org/seinet/collections/individual/index.php?occid=2097191
